first				second				third				
A	T	C	G	A	T	C	G	A	T	C	G	length
0.184143	0.14578	0.294118	0.375959	0.268542	0.30179	0.237852	0.191816	0.138107	0.245524	0.202046	0.414322	1176
0.237852	0.181586	0.204604	0.375959	0.120205	0.391304	0.306905	0.181586	0.189258	0.289003	0.230179	0.29156	1176
0.232737	0.168798	0.255754	0.342711	0.317136	0.296675	0.258312	0.127877	0.204604	0.253197	0.248082	0.294118	1176
0.237852	0.217391	0.207161	0.337596	0.122762	0.411765	0.28133	0.184143	0.15601	0.26087	0.263427	0.319693	1176
0.27551	0.214286	0.17602	0.334184	0.15051	0.418367	0.239796	0.191327	0.186224	0.298469	0.17602	0.339286	1179
0.183673	0.125	0.260204	0.431122	0.262755	0.311224	0.227041	0.19898	0.186224	0.313776	0.244898	0.255102	1179
0.181122	0.193878	0.216837	0.408163	0.114796	0.385204	0.278061	0.221939	0.165816	0.257653	0.265306	0.311224	1179
0.242347	0.145408	0.214286	0.397959	0.272959	0.30102	0.227041	0.19898	0.137755	0.298469	0.280612	0.283163	1179
0.183673	0.127551	0.288265	0.40051	0.229592	0.27551	0.265306	0.229592	0.147959	0.247449	0.262755	0.341837	1179
0.22449	0.22449	0.257653	0.293367	0.188776	0.423469	0.201531	0.186224	0.096939	0.216837	0.290816	0.395408	1179
0.392857	0.193878	0.158163	0.255102	0.359694	0.293367	0.186224	0.160714	0.367347	0.372449	0.160714	0.09949	1179
0.219388	0.17602	0.25	0.354592	0.352041	0.285714	0.206633	0.155612	0.234694	0.267857	0.25	0.247449	1179
0.239796	0.22449	0.25	0.285714	0.117347	0.408163	0.280612	0.193878	0.155612	0.247449	0.270408	0.326531	1179
0.21883	0.221374	0.244275	0.315522	0.122137	0.371501	0.300254	0.206107	0.208651	0.272265	0.239186	0.279898	1182
0.254453	0.206107	0.216285	0.323155	0.150127	0.412214	0.244275	0.193384	0.117048	0.264631	0.307888	0.310433	1182
0.223919	0.119593	0.211196	0.445293	0.246819	0.284987	0.246819	0.221374	0.188295	0.328244	0.226463	0.256997	1182
0.24173	0.206107	0.256997	0.295165	0.180662	0.407125	0.244275	0.167939	0.147583	0.305344	0.29771	0.249364	1182
0.295165	0.21883	0.201018	0.284987	0.160305	0.424936	0.231552	0.183206	0.109415	0.231552	0.351145	0.307888	1182
0.26972	0.185751	0.180662	0.363868	0.119593	0.386768	0.26972	0.223919	0.19084	0.229008	0.333333	0.246819	1182
0.279898	0.091603	0.264631	0.363868	0.348601	0.236641	0.282443	0.132316	0.198473	0.239186	0.259542	0.302799	1182
0.241117	0.238579	0.185279	0.335025	0.152284	0.416244	0.251269	0.180203	0.187817	0.241117	0.243655	0.327411	1185
0.256345	0.106599	0.19797	0.439086	0.246193	0.291878	0.274112	0.187817	0.220812	0.284264	0.238579	0.256345	1185
0.251269	0.096447	0.228426	0.423858	0.304569	0.30203	0.220812	0.172589	0.164975	0.279188	0.327411	0.228426	1185
0.309645	0.190355	0.213198	0.286802	0.175127	0.423858	0.230964	0.170051	0.208122	0.309645	0.241117	0.241117	1185
0.243655	0.200508	0.238579	0.317259	0.124365	0.408629	0.238579	0.228426	0.093909	0.21066	0.291878	0.403553	1185
0.256345	0.096447	0.228426	0.418782	0.304569	0.30203	0.220812	0.172589	0.170051	0.263959	0.329949	0.236041	1185
0.248731	0.114213	0.253807	0.383249	0.340102	0.281726	0.21066	0.167513	0.15736	0.22335	0.360406	0.258883	1185
0.286076	0.232911	0.179747	0.301266	0.151899	0.410127	0.263291	0.174684	0.149367	0.273418	0.301266	0.275949	1188
0.253165	0.124051	0.235443	0.387342	0.207595	0.293671	0.301266	0.197468	0.136709	0.222785	0.250633	0.389873	1188
0.258228	0.151899	0.222785	0.367089	0.286076	0.303797	0.217722	0.192405	0.187342	0.278481	0.286076	0.248101	1188
0.392405	0.225316	0.121519	0.260759	0.405063	0.301266	0.189873	0.103797	0.344304	0.377215	0.174684	0.103797	1188
0.255051	0.131313	0.237374	0.376263	0.305556	0.275253	0.229798	0.189394	0.169192	0.292929	0.30303	0.234848	1191
0.217172	0.166667	0.260101	0.356061	0.295455	0.300505	0.191919	0.212121	0.174242	0.287879	0.270202	0.267677	1191
0.270202	0.212121	0.199495	0.318182	0.131313	0.436869	0.252525	0.179293	0.161616	0.247475	0.252525	0.338384	1191
0.255051	0.224747	0.209596	0.310606	0.131313	0.424242	0.265152	0.179293	0.121212	0.242424	0.265152	0.371212	1191
0.267677	0.171717	0.255051	0.305556	0.29798	0.265152	0.237374	0.199495	0.184343	0.189394	0.338384	0.287879	1191
0.244949	0.133838	0.239899	0.381313	0.335859	0.272727	0.224747	0.166667	0.194444	0.239899	0.290404	0.275253	1191
0.255051	0.15404	0.227273	0.363636	0.348485	0.267677	0.229798	0.15404	0.239899	0.232323	0.310606	0.217172	1191
0.214646	0.143939	0.244949	0.396465	0.244949	0.292929	0.267677	0.194444	0.169192	0.262626	0.229798	0.338384	1191
0.244949	0.244949	0.174242	0.335859	0.126263	0.411616	0.287879	0.174242	0.121212	0.260101	0.237374	0.381313	1191
0.308081	0.136364	0.174242	0.381313	0.348485	0.262626	0.262626	0.126263	0.194444	0.214646	0.310606	0.280303	1191
0.277078	0.080605	0.254408	0.387909	0.314861	0.254408	0.27204	0.15869	0.193955	0.259446	0.264484	0.282116	1194
0.24937	0.125945	0.246851	0.377834	0.304786	0.274559	0.239295	0.18136	0.156171	0.246851	0.312343	0.284635	1194
0.282116	0.168766	0.24937	0.299748	0.314861	0.277078	0.188917	0.219144	0.173804	0.264484	0.236776	0.324937	1194
0.239295	0.178841	0.201511	0.380353	0.163728	0.390428	0.256927	0.188917	0.123426	0.234257	0.267003	0.375315	1194
0.214106	0.15869	0.231738	0.395466	0.279597	0.297229	0.231738	0.191436	0.193955	0.269521	0.279597	0.256927	1194
0.248744	0.140704	0.248744	0.361809	0.278894	0.301508	0.256281	0.163317	0.193467	0.256281	0.241206	0.309045	1197
0.253769	0.21608	0.213568	0.316583	0.221106	0.331658	0.218593	0.228643	0.173367	0.301508	0.278894	0.246231	1197
0.246231	0.133166	0.228643	0.39196	0.316583	0.291457	0.21608	0.175879	0.188442	0.211055	0.369347	0.231156	1197
0.291457	0.128141	0.316583	0.263819	0.253769	0.361809	0.203518	0.180905	0.19598	0.233668	0.296482	0.273869	1197
0.211055	0.138191	0.223618	0.427136	0.291457	0.28392	0.241206	0.183417	0.140704	0.306533	0.256281	0.296482	1197
0.218593	0.095477	0.331658	0.354271	0.334171	0.28392	0.203518	0.178392	0.211055	0.20603	0.238693	0.344221	1197
0.316583	0.273869	0.155779	0.253769	0.21608	0.437186	0.175879	0.170854	0.213568	0.427136	0.128141	0.231156	1197
0.24812	0.115288	0.280702	0.35589	0.230576	0.365915	0.225564	0.177945	0.16792	0.243108	0.273183	0.315789	1200
0.2675	0.1525	0.3	0.28	0.24	0.36	0.2225	0.1775	0.2275	0.19	0.2125	0.37	1203
0.225	0.135	0.3075	0.3325	0.3175	0.2825	0.2275	0.1725	0.19	0.25	0.295	0.265	1203
0.1925	0.18	0.3	0.3275	0.2825	0.255	0.2225	0.24	0.215	0.225	0.2575	0.3025	1203
0.28	0.16	0.195	0.365	0.28	0.2975	0.2425	0.18	0.16	0.2675	0.24	0.3325	1203
0.1975	0.18	0.295	0.3275	0.325	0.295	0.205	0.175	0.1575	0.305	0.275	0.2625	1203
0.2175	0.155	0.28	0.3475	0.2525	0.3125	0.2325	0.2025	0.19	0.245	0.265	0.3	1203
0.2625	0.1325	0.2225	0.3825	0.3125	0.2925	0.23	0.165	0.18	0.2525	0.35	0.2175	1203
0.2775	0.1875	0.1975	0.3375	0.2	0.45	0.2075	0.1425	0.1425	0.2425	0.36	0.255	1203
0.235	0.115	0.2925	0.3575	0.285	0.2825	0.2275	0.205	0.1875	0.27	0.2525	0.29	1203
0.245	0.135	0.24	0.38	0.3125	0.325	0.2	0.1625	0.2375	0.2725	0.2525	0.2375	1203
0.2025	0.15	0.29	0.3575	0.2875	0.2925	0.21	0.21	0.15	0.265	0.25	0.335	1203
0.23	0.165	0.25	0.355	0.275	0.305	0.2175	0.2025	0.155	0.215	0.29	0.34	1203
0.219451	0.109726	0.249377	0.421446	0.226933	0.289277	0.259352	0.224439	0.197007	0.276808	0.21197	0.314214	1206
0.249377	0.201995	0.221945	0.326683	0.167082	0.371571	0.229426	0.23192	0.129676	0.23192	0.32419	0.314214	1206
0.254364	0.162095	0.226933	0.356608	0.301746	0.276808	0.21197	0.209476	0.154613	0.281796	0.299252	0.264339	1206
0.194514	0.139651	0.264339	0.401496	0.266833	0.286783	0.266833	0.179551	0.17207	0.259352	0.254364	0.314214	1206
0.25187	0.189526	0.19202	0.366584	0.15212	0.438903	0.244389	0.164589	0.102244	0.25187	0.249377	0.396509	1206
0.238806	0.174129	0.191542	0.395522	0.131841	0.383085	0.273632	0.211443	0.141791	0.281095	0.281095	0.29602	1209
0.216418	0.201493	0.256219	0.325871	0.154229	0.402985	0.211443	0.231343	0.121891	0.241294	0.288557	0.348259	1209
0.363184	0.129353	0.169154	0.338308	0.310945	0.248756	0.281095	0.159204	0.134328	0.263682	0.345771	0.256219	1209
0.273632	0.151741	0.246269	0.328358	0.281095	0.268657	0.263682	0.186567	0.243781	0.169154	0.281095	0.30597	1209
0.238806	0.189055	0.19403	0.378109	0.276119	0.303483	0.223881	0.196517	0.211443	0.328358	0.248756	0.211443	1209
0.261194	0.208955	0.196517	0.333333	0.179104	0.400498	0.243781	0.176617	0.136816	0.273632	0.261194	0.328358	1209
0.191067	0.208437	0.225806	0.37469	0.099256	0.389578	0.30273	0.208437	0.173697	0.2134	0.188586	0.424318	1212
0.300248	0.156328	0.203474	0.33995	0.310174	0.307692	0.210918	0.171216	0.158809	0.282878	0.320099	0.238213	1212
0.270471	0.176179	0.215881	0.337469	0.310174	0.327543	0.225806	0.136476	0.270471	0.334988	0.198511	0.19603	1212
0.225806	0.19603	0.255583	0.322581	0.16129	0.379653	0.26799	0.191067	0.158809	0.275434	0.270471	0.295285	1212
0.223325	0.2134	0.2134	0.349876	0.146402	0.421836	0.238213	0.193548	0.163772	0.292804	0.193548	0.349876	1212
0.352357	0.208437	0.186104	0.253102	0.414392	0.275434	0.193548	0.116625	0.347395	0.337469	0.183623	0.131514	1212
0.25062	0.151365	0.203474	0.394541	0.310174	0.275434	0.208437	0.205955	0.200993	0.263027	0.33995	0.19603	1212
0.235149	0.183168	0.242574	0.339109	0.319307	0.274752	0.220297	0.185644	0.160891	0.30198	0.277228	0.259901	1215
0.29703	0.25495	0.195545	0.252475	0.163366	0.40099	0.25	0.185644	0.180693	0.351485	0.252475	0.215347	1215
0.262376	0.131188	0.242574	0.363861	0.314356	0.292079	0.205446	0.188119	0.155941	0.240099	0.34901	0.25495	1215
0.274074	0.153086	0.222222	0.350617	0.316049	0.283951	0.222222	0.177778	0.177778	0.212346	0.362963	0.246914	1218
0.254321	0.081481	0.251852	0.412346	0.296296	0.291358	0.25679	0.155556	0.167901	0.22963	0.288889	0.31358	1218
0.306173	0.271605	0.162963	0.259259	0.2	0.449383	0.2	0.150617	0.197531	0.311111	0.217284	0.274074	1218
0.259259	0.145679	0.269136	0.325926	0.318519	0.296296	0.190123	0.195062	0.138272	0.232099	0.288889	0.340741	1218
0.251852	0.162963	0.254321	0.330864	0.323457	0.306173	0.209877	0.160494	0.155556	0.281481	0.291358	0.271605	1218
0.207407	0.204938	0.204938	0.382716	0.123457	0.402469	0.251852	0.222222	0.155556	0.2	0.288889	0.355556	1218
0.288889	0.271605	0.130864	0.308642	0.190123	0.404938	0.22716	0.177778	0.328395	0.42716	0.118519	0.125926	1218
0.241379	0.229064	0.219212	0.310345	0.229064	0.394089	0.20936	0.167488	0.115764	0.246305	0.307882	0.330049	1221
0.241379	0.204433	0.243842	0.310345	0.169951	0.396552	0.258621	0.174877	0.155172	0.258621	0.263547	0.32266	1221
0.243842	0.229064	0.258621	0.268473	0.344828	0.253695	0.199507	0.20197	0.23399	0.263547	0.29064	0.211823	1221
0.270936	0.105911	0.278325	0.344828	0.300493	0.310345	0.194581	0.194581	0.152709	0.26601	0.327586	0.253695	1221
0.248768	0.123153	0.278325	0.349754	0.288177	0.332512	0.197044	0.182266	0.157635	0.278325	0.256158	0.307882	1221
0.241379	0.130542	0.261084	0.366995	0.29064	0.300493	0.231527	0.17734	0.1133	0.273399	0.278325	0.334975	1221
0.216749	0.155172	0.219212	0.408867	0.280788	0.270936	0.246305	0.20197	0.152709	0.270936	0.283251	0.293103	1221
0.241379	0.130542	0.270936	0.357143	0.275862	0.312808	0.226601	0.184729	0.197044	0.194581	0.305419	0.302956	1221
0.246305	0.137931	0.189655	0.426108	0.258621	0.275862	0.26601	0.199507	0.135468	0.243842	0.376847	0.243842	1221
0.214286	0.147783	0.224138	0.413793	0.280788	0.295567	0.251232	0.172414	0.142857	0.278325	0.238916	0.339901	1221
0.243842	0.1133	0.238916	0.403941	0.268473	0.293103	0.278325	0.160099	0.179803	0.288177	0.29803	0.23399	1221
0.277641	0.113022	0.243243	0.366093	0.260442	0.285012	0.29484	0.159705	0.152334	0.238329	0.27027	0.339066	1224
0.226044	0.130221	0.27027	0.373464	0.29484	0.299754	0.218673	0.186732	0.17199	0.206388	0.277641	0.34398	1224
0.218673	0.120393	0.307125	0.353808	0.299754	0.262899	0.226044	0.211302	0.201474	0.226044	0.253071	0.31941	1224
0.402948	0.199017	0.184275	0.213759	0.407862	0.27027	0.223587	0.09828	0.373464	0.326781	0.176904	0.12285	1224
0.228501	0.142506	0.223587	0.405405	0.316953	0.265356	0.233415	0.184275	0.154791	0.260442	0.358722	0.226044	1224
0.262255	0.186275	0.245098	0.306373	0.159314	0.404412	0.230392	0.205882	0.193627	0.218137	0.345588	0.242647	1227
0.267157	0.129902	0.208333	0.394608	0.340686	0.301471	0.196078	0.161765	0.181373	0.279412	0.232843	0.306373	1227
0.335784	0.183824	0.186275	0.294118	0.330882	0.232843	0.215686	0.220588	0.188725	0.387255	0.242647	0.181373	1227
0.286765	0.137255	0.186275	0.389706	0.166667	0.433824	0.240196	0.159314	0.129902	0.188725	0.348039	0.333333	1227
0.289216	0.159314	0.254902	0.296569	0.301471	0.303922	0.237745	0.156863	0.215686	0.276961	0.272059	0.235294	1227
0.208333	0.125	0.267157	0.39951	0.286765	0.316176	0.210784	0.186275	0.151961	0.286765	0.259804	0.301471	1227
0.286765	0.129902	0.213235	0.370098	0.323529	0.27451	0.22549	0.176471	0.193627	0.259804	0.220588	0.32598	1227
0.278729	0.166259	0.256724	0.298289	0.312958	0.293399	0.217604	0.176039	0.173594	0.286064	0.234719	0.305623	1230
0.315403	0.224939	0.190709	0.268949	0.180929	0.432763	0.246944	0.139364	0.207824	0.300733	0.242054	0.249389	1230
0.246341	0.197561	0.226829	0.329268	0.178049	0.407317	0.221951	0.192683	0.146341	0.24878	0.229268	0.37561	1233
0.202439	0.165854	0.321951	0.309756	0.302439	0.278049	0.209756	0.209756	0.2	0.278049	0.214634	0.307317	1233
0.260976	0.168293	0.265854	0.304878	0.329268	0.302439	0.204878	0.163415	0.212195	0.292683	0.25122	0.243902	1233
0.253659	0.121951	0.25122	0.373171	0.304878	0.309756	0.241463	0.143902	0.170732	0.246341	0.260976	0.321951	1233
0.253659	0.202439	0.22439	0.319512	0.139024	0.431707	0.260976	0.168293	0.1	0.258537	0.287805	0.353659	1233
0.265854	0.178049	0.229268	0.326829	0.358537	0.297561	0.170732	0.173171	0.134146	0.234146	0.295122	0.336585	1233
0.277372	0.13382	0.231144	0.357664	0.29927	0.284672	0.218978	0.19708	0.192214	0.26764	0.250608	0.289538	1236
0.209246	0.138686	0.260341	0.391727	0.238443	0.304136	0.245742	0.211679	0.170316	0.243309	0.294404	0.291971	1236
0.36253	0.182482	0.19708	0.257908	0.321168	0.272506	0.201946	0.20438	0.333333	0.238443	0.180049	0.248175	1236
0.270073	0.180049	0.194647	0.355231	0.309002	0.284672	0.20438	0.201946	0.155718	0.265207	0.257908	0.321168	1236
0.199513	0.177616	0.282238	0.340633	0.3382	0.277372	0.192214	0.192214	0.143552	0.282238	0.257908	0.316302	1236
0.351942	0.213592	0.15534	0.279126	0.313107	0.257282	0.271845	0.157767	0.26699	0.385922	0.230583	0.116505	1239
0.213592	0.152913	0.216019	0.417476	0.300971	0.286408	0.220874	0.191748	0.237864	0.303398	0.211165	0.247573	1239
0.25	0.148058	0.208738	0.393204	0.293689	0.269417	0.245146	0.191748	0.216019	0.274272	0.276699	0.23301	1239
0.235437	0.143204	0.245146	0.376214	0.288835	0.291262	0.23301	0.186893	0.145631	0.242718	0.296117	0.315534	1239
0.254854	0.165049	0.230583	0.349515	0.177184	0.40534	0.245146	0.17233	0.126214	0.271845	0.201456	0.400485	1239
0.182039	0.13835	0.298544	0.381068	0.283981	0.281553	0.235437	0.199029	0.174757	0.25	0.262136	0.313107	1239
0.254854	0.099515	0.276699	0.368932	0.308252	0.305825	0.213592	0.17233	0.203883	0.18932	0.223301	0.383495	1239
0.210654	0.138015	0.300242	0.35109	0.324455	0.290557	0.186441	0.198547	0.176755	0.225182	0.288136	0.309927	1242
0.261501	0.159806	0.237288	0.341404	0.348668	0.263923	0.237288	0.150121	0.188862	0.225182	0.25908	0.326877	1242
0.266344	0.133172	0.181598	0.418886	0.254237	0.268765	0.263923	0.213075	0.164649	0.309927	0.288136	0.237288	1242
0.317191	0.125908	0.242131	0.31477	0.309927	0.266344	0.234867	0.188862	0.215496	0.33414	0.225182	0.225182	1242
0.232446	0.174334	0.213075	0.380145	0.343826	0.246973	0.208232	0.200969	0.159806	0.239709	0.336562	0.263923	1242
0.241546	0.207729	0.243961	0.306763	0.169082	0.422705	0.210145	0.198068	0.154589	0.21256	0.258454	0.374396	1245
0.21256	0.193237	0.275362	0.318841	0.297101	0.272947	0.236715	0.193237	0.157005	0.253623	0.280193	0.309179	1245
0.263285	0.164251	0.222222	0.350242	0.241546	0.374396	0.183575	0.200483	0.140097	0.256039	0.272947	0.330918	1245
0.248792	0.166667	0.241546	0.342995	0.157005	0.403382	0.272947	0.166667	0.115942	0.248792	0.297101	0.338164	1245
0.258454	0.219807	0.195652	0.326087	0.161836	0.403382	0.253623	0.181159	0.120773	0.23913	0.272947	0.36715	1245
0.301205	0.173494	0.238554	0.286747	0.255422	0.380723	0.20241	0.161446	0.154217	0.306024	0.219277	0.320482	1248
0.361446	0.238554	0.154217	0.245783	0.192771	0.443373	0.224096	0.139759	0.301205	0.4	0.110843	0.187952	1248
0.26747	0.086747	0.236145	0.409639	0.296386	0.260241	0.260241	0.183133	0.216867	0.212048	0.313253	0.257831	1248
0.286747	0.185542	0.195181	0.33253	0.149398	0.385542	0.293976	0.171084	0.106024	0.253012	0.318072	0.322892	1248
0.221687	0.149398	0.26747	0.361446	0.306024	0.245783	0.240964	0.207229	0.159036	0.257831	0.279518	0.303614	1248
0.293976	0.272289	0.144578	0.289157	0.178313	0.419277	0.221687	0.180723	0.122892	0.315663	0.327711	0.233735	1248
0.209135	0.199519	0.257212	0.334135	0.120192	0.401442	0.274038	0.204327	0.137019	0.1875	0.213942	0.461538	1251
0.278846	0.117788	0.199519	0.403846	0.329327	0.290865	0.209135	0.170673	0.185096	0.288462	0.293269	0.233173	1251
0.276442	0.192308	0.149038	0.382212	0.153846	0.408654	0.262019	0.175481	0.173077	0.28125	0.242788	0.302885	1251
0.298077	0.165865	0.170673	0.365385	0.151442	0.411058	0.252404	0.185096	0.149038	0.288462	0.254808	0.307692	1251
0.262019	0.163462	0.21875	0.355769	0.317308	0.269231	0.233173	0.180288	0.216346	0.358173	0.211538	0.213942	1251
0.216346	0.221154	0.211538	0.350962	0.175481	0.399038	0.237981	0.1875	0.132212	0.245192	0.230769	0.391827	1251
0.251799	0.098321	0.227818	0.422062	0.292566	0.292566	0.232614	0.182254	0.184652	0.247002	0.294964	0.273381	1254
0.247002	0.275779	0.196643	0.280576	0.177458	0.446043	0.208633	0.167866	0.146283	0.314149	0.275779	0.263789	1254
0.227818	0.218225	0.2494	0.304556	0.182254	0.386091	0.230216	0.201439	0.153477	0.263789	0.235012	0.347722	1254
0.326139	0.206235	0.184652	0.282974	0.258993	0.390887	0.201439	0.148681	0.218225	0.328537	0.251799	0.201439	1254
0.254197	0.251799	0.223022	0.270983	0.131894	0.378897	0.263789	0.22542	0.136691	0.256595	0.297362	0.309353	1254
0.2494	0.119904	0.213429	0.417266	0.345324	0.266187	0.227818	0.160671	0.146283	0.268585	0.340528	0.244604	1254
0.261391	0.122302	0.244604	0.371703	0.306954	0.294964	0.232614	0.165468	0.18705	0.220624	0.261391	0.330935	1254
0.282974	0.139089	0.273381	0.304556	0.292566	0.321343	0.203837	0.182254	0.160671	0.235012	0.290168	0.314149	1254
0.322967	0.251196	0.138756	0.287081	0.401914	0.30622	0.160287	0.131579	0.260766	0.430622	0.12201	0.186603	1257
0.241627	0.105263	0.277512	0.375598	0.311005	0.294258	0.220096	0.174641	0.174641	0.241627	0.277512	0.30622	1257
0.222488	0.198565	0.251196	0.327751	0.150718	0.370813	0.277512	0.200957	0.174641	0.251196	0.26555	0.308612	1257
0.279904	0.105263	0.167464	0.447368	0.284689	0.284689	0.208134	0.222488	0.203349	0.296651	0.239234	0.260766	1257
0.232057	0.145933	0.258373	0.363636	0.131579	0.416268	0.27512	0.177033	0.19378	0.263158	0.246411	0.296651	1257
0.26555	0.232057	0.184211	0.318182	0.184211	0.423445	0.23445	0.157895	0.145933	0.303828	0.23445	0.315789	1257
0.318182	0.210526	0.198565	0.272727	0.186603	0.42823	0.227273	0.157895	0.12201	0.239234	0.325359	0.313397	1257
0.208134	0.215311	0.227273	0.349282	0.165072	0.399522	0.229665	0.205742	0.172249	0.267943	0.258373	0.301435	1257
0.250597	0.186158	0.186158	0.377088	0.147971	0.403341	0.26253	0.186158	0.112172	0.279236	0.291169	0.317422	1260
0.257757	0.109785	0.229117	0.403341	0.23389	0.305489	0.243437	0.217184	0.157518	0.217184	0.288783	0.336516	1260
0.183771	0.140811	0.324582	0.350835	0.243437	0.305489	0.229117	0.221957	0.198091	0.250597	0.27685	0.274463	1260
0.25537	0.093079	0.22673	0.424821	0.26253	0.307876	0.238663	0.190931	0.188544	0.288783	0.26253	0.260143	1260
0.21957	0.100239	0.317422	0.362768	0.341289	0.214797	0.221957	0.221957	0.202864	0.205251	0.267303	0.324582	1260
0.369928	0.267303	0.150358	0.212411	0.238663	0.417661	0.21957	0.124105	0.341289	0.405728	0.131265	0.121718	1260
0.295943	0.109785	0.250597	0.343675	0.319809	0.315036	0.207637	0.157518	0.162291	0.28401	0.303103	0.250597	1260
0.214797	0.147971	0.281623	0.355609	0.310263	0.26969	0.224344	0.195704	0.126492	0.243437	0.295943	0.334129	1260
0.26969	0.090692	0.24821	0.391408	0.319809	0.221957	0.231504	0.22673	0.162291	0.245823	0.300716	0.291169	1260
0.235714	0.121429	0.221429	0.421429	0.307143	0.3	0.2	0.192857	0.204762	0.264286	0.22619	0.304762	1263
0.240476	0.164286	0.233333	0.361905	0.311905	0.285714	0.230952	0.171429	0.221429	0.304762	0.219048	0.254762	1263
0.183333	0.147619	0.283333	0.385714	0.307143	0.295238	0.207143	0.190476	0.166667	0.304762	0.233333	0.295238	1263
0.247619	0.119048	0.238095	0.395238	0.285714	0.309524	0.240476	0.164286	0.152381	0.271429	0.261905	0.314286	1263
0.258907	0.083135	0.123515	0.534442	0.39905	0.123515	0.382423	0.095012	0.351544	0.211401	0.15677	0.280285	1266
0.204276	0.15677	0.275534	0.36342	0.31829	0.251781	0.244656	0.185273	0.171021	0.228029	0.304038	0.296912	1266
0.239905	0.12114	0.235154	0.4038	0.28266	0.285036	0.273159	0.159145	0.123515	0.213777	0.32304	0.339667	1266
0.273159	0.204276	0.187648	0.334917	0.280285	0.254157	0.199525	0.266033	0.213777	0.356295	0.185273	0.244656	1266
0.296912	0.244656	0.166271	0.292162	0.185273	0.429929	0.230404	0.154394	0.178147	0.301663	0.268409	0.251781	1266
0.24228	0.125891	0.287411	0.344418	0.311164	0.273159	0.235154	0.180523	0.168646	0.299287	0.258907	0.273159	1266
0.301663	0.247031	0.144893	0.306413	0.206651	0.4038	0.211401	0.178147	0.2019	0.285036	0.247031	0.266033	1266
0.275534	0.15677	0.247031	0.320665	0.327791	0.263658	0.218527	0.190024	0.256532	0.344418	0.135392	0.263658	1266
0.267773	0.165877	0.241706	0.324645	0.291469	0.279621	0.2109	0.218009	0.177725	0.28436	0.227488	0.310427	1269
0.220379	0.125592	0.239336	0.414692	0.258294	0.281991	0.265403	0.194313	0.161137	0.267773	0.246445	0.324645	1269
0.258294	0.149289	0.255924	0.336493	0.258294	0.28673	0.229858	0.225118	0.130332	0.182464	0.381517	0.305687	1269
0.234043	0.146572	0.281324	0.338061	0.314421	0.271868	0.224586	0.189125	0.165485	0.250591	0.219858	0.364066	1272
0.262411	0.115839	0.283688	0.338061	0.340426	0.271868	0.20331	0.184397	0.186761	0.222222	0.267139	0.323877	1272
0.182033	0.167849	0.295508	0.35461	0.245863	0.288416	0.22695	0.238771	0.184397	0.269504	0.262411	0.283688	1272
0.283688	0.243499	0.198582	0.274232	0.20331	0.446809	0.217494	0.132388	0.170213	0.286052	0.29078	0.252955	1272
0.25	0.122642	0.235849	0.391509	0.346698	0.287736	0.205189	0.160377	0.183962	0.259434	0.266509	0.290094	1275
0.25	0.169811	0.231132	0.349057	0.346698	0.28066	0.191038	0.181604	0.158019	0.245283	0.299528	0.29717	1275
0.193396	0.139151	0.261792	0.40566	0.308962	0.278302	0.200472	0.212264	0.158019	0.275943	0.275943	0.290094	1275
0.268235	0.244706	0.181176	0.305882	0.192941	0.404706	0.235294	0.167059	0.129412	0.251765	0.322353	0.296471	1278
0.341176	0.209412	0.181176	0.268235	0.178824	0.395294	0.225882	0.2	0.141176	0.24	0.338824	0.28	1278
0.254118	0.150588	0.192941	0.402353	0.308235	0.303529	0.223529	0.164706	0.164706	0.289412	0.263529	0.282353	1278
0.218824	0.188235	0.247059	0.345882	0.162353	0.425882	0.216471	0.195294	0.098824	0.207059	0.298824	0.395294	1278
0.265882	0.192941	0.2	0.341176	0.129412	0.461176	0.258824	0.150588	0.143529	0.277647	0.28	0.298824	1278
0.211765	0.143529	0.32	0.324706	0.254118	0.315294	0.258824	0.171765	0.176471	0.28	0.256471	0.287059	1278
0.213615	0.147887	0.206573	0.431925	0.246479	0.309859	0.255869	0.187793	0.15493	0.260563	0.298122	0.286385	1281
0.230047	0.138498	0.258216	0.373239	0.302817	0.269953	0.201878	0.225352	0.110329	0.197183	0.408451	0.284038	1281
0.253521	0.122066	0.279343	0.34507	0.300469	0.328638	0.192488	0.178404	0.143192	0.220657	0.366197	0.269953	1281
0.20892	0.171362	0.361502	0.258216	0.286385	0.309859	0.215962	0.187793	0.185446	0.29108	0.220657	0.302817	1281
0.234742	0.112676	0.244131	0.408451	0.293427	0.288732	0.232394	0.185446	0.093897	0.194836	0.338028	0.373239	1281
0.201878	0.140845	0.29108	0.366197	0.323944	0.269953	0.253521	0.152582	0.166667	0.234742	0.312207	0.286385	1281
0.201878	0.122066	0.295775	0.380282	0.316901	0.298122	0.206573	0.178404	0.176056	0.265258	0.230047	0.328638	1281
0.239437	0.150235	0.276995	0.333333	0.28169	0.333333	0.201878	0.183099	0.138498	0.276995	0.260563	0.323944	1281
0.241218	0.142857	0.264637	0.351288	0.325527	0.288056	0.222482	0.163934	0.175644	0.222482	0.290398	0.311475	1284
0.278689	0.163934	0.234192	0.323185	0.309133	0.290398	0.245902	0.154567	0.140515	0.29274	0.30445	0.262295	1284
0.274005	0.133489	0.227166	0.36534	0.299766	0.241218	0.266979	0.192037	0.133489	0.313817	0.29274	0.259953	1284
